pff_PLAYID,pff_GAMEID,pff_GAMEDATE,pff_GAMESEASON,pff_WEEK,pff_GSISGAMEKEY,pff_GSISPLAYID,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_BLITZDOG,pff_CATCHABLE,pff_DEEPPASS,pff_DEFSCORE,pff_DRAW,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GARBAGETIME,pff_FIRST_DOWN_GAINED,pff_GETOFFTIME,pff_KICKYARDS,pff_NOHUDDLE,pff_NOPLAY,pff_OFFFORMATIONUNBALANCED,pff_OFFSCORE,pff_OPTION,pff_PENALTYYARDS,pff_PLAYACTION,pff_PREVIOUSPFFPLAYID,pff_NEXTPFFPLAYID,pff_RETURNYARDS,pff_SCORE,pff_SCREEN,pff_SNAPTIME,pff_SORTORDER,pff_STUNT,pff_TIMETOPRESSURE,pff_TIMETOTHROW,pff_TRICKLOOK,pff_TRICKPLAY,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_2MINUTE,pff_3MINUTE,pff_BALLCARRIER,pff_BOXPLAYERS,pff_BUNCHED,pff_CENTERPASSBLOCKDIRECTION,pff_CHECKROUTE,pff_CHIPROUTE,pff_DBDEPTH,pff_DEFFRONT,pff_DEFPERSONNEL,pff_DEFPLAYERS,pff_DEFPLAYERSRATINGS,pff_DEFSUBSTITUTIONS,pff_DEFSUCCESS,pff_DEFTEAM,pff_DISTANCE,pff_DLDROP,pff_DLTECHNIQUES,pff_DOUBLETEAM,pff_DRIVEENDEVENT,pff_DRIVEENDFIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVESTARTEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DROPBACKDEPTH,pff_DROPBACKTYPE,pff_FIELDPOSITION,pff_FIRSTCONTACT,pff_FORCEDFUMBLE,pff_FUMBLE,pff_FUMBLERECOVERY,pff_GAINLOSSNET,pff_GUNNERS,pff_HANGTIME,pff_HASH,pff_HASHDEF,pff_HIT,pff_HURRY,pff_INCOMPLETIONTYPE,pff_INJURED,pff_INTERCEPTION,pff_KEYPLAYERS,pff_KICKCONTACT,pff_KICKDEPTH,pff_KICKDIRACTUAL,pff_KICKDIRINTENDED,pff_KICKER,pff_KICKRESULT,pff_KICKTYPE,pff_KICKWIDTH,pff_KICKZONE,pff_LBDEPTH,pff_MISSEDTACKLE,pff_MOFOCPLAYED,pff_MOFOCSHOWN,pff_NEGATIVEPFFGRADE,pff_OFFFORMATION,pff_OFFFORMATIONGROUP,pff_OFFODDITIES,pff_OFFPERSONNEL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNELSKILL,pff_OFFPLAYERS,pff_OFFPLAYERSRATINGS,pff_OFFSUBSTITUTIONS,pff_OFFSUCCESS,pff_OFFTEAM,pff_ONLOS,pff_OPERATIONTIME,pff_PASSBLOCKING,pff_PASSBREAKUP,pff_PASSCOVERAGE,pff_PASSCOVERAGE1,pff_PASSCOVERAGE2,pff_PASSCOVERAGEPLAYERS,pff_PASSDEPTH,pff_PASSDIRECTION,pff_PASSER,pff_PASSPATTERN,pff_PASSPATTERNBASIC,pff_PASSPATTERNBYPLAYER,pff_PASSRECEIVERPOSITIONTARGET,pff_PASSRECEIVERTARGET,pff_PASSRESULT,pff_PASSROUTETARGET,pff_PASSROUTETARGETGROUP,pff_PASSRUSHPLAYERS,pff_PASSRUSHRESULT,pff_PASSWIDTH,pff_PASSZONE,pff_PENALTY,pff_PISTOL,pff_PLAYACTIONFAKE,pff_PLAYENDFIELDPOSITION,pff_POAACTUAL,pff_POACHANGEREASON,pff_POAINTENDED,pff_POSITIVEPFFGRADE,pff_PRESS,pff_PRESSUREDETAIL,pff_PUMPFAKE,pff_PUNTRUSH,pff_PURSUIT,pff_QB,pff_QBMOVEDOFFSPOT,pff_QBPRESSURE,pff_QBPRESSUREALLOWED,pff_QBRESET,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RETDIRECTIONINTENDED,pff_RETURNDIRECTION,pff_RETURNER,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_RUNPASS,pff_SACK,pff_SCOREDIFFERENTIAL,pff_SHIFTMOTION,pff_SHOTGUN,pff_SPECIALTEAMSTYPE,pff_STOP,pff_STSAFETIES,pff_TACKLE,pff_TACKLEASSIST,pff_TEALIGNMENT,pff_TOUCHDOWN,pff_UNBLOCKEDPRESSURE,pff_VISE,pff_WRALIGNMENT,pff_CONTESTED,pff_RUNPASSOPTION,pff_PLAYCLOCK
4012310,20882,2021-09-18,2021,03,79354,5,1,3,14:00,1,0,0,0,0,1,3,,0,,,,0,0,0,0,0,,0,4012308,4012314,,0.00,0,,4,0,,3.2,0,0,,,0,0,,6; NYCN D30; NYCN D32; NYCN D39; NYCN D92; NYCN D93; NYCN D99,,C,,,LCB (5); SCBL (5); SCBL (5); FSR (12); RCB (5),LOLB; LEO; NLT; MLB; DRT; ROLB,3-3-5,NYCN D05 (RCB); NYCN D09 (SCBL); NYCN D14 (FSR); NYCN D17 (SCBL); NYCN D21 (LCB); NYCN D30 (LOLB); NYCN D32 (ROLB); NYCN D39 (MLB); NYCN D92 (DRT); NYCN D93 (LEO); NYCN D99 (NLT),NYCN D05 (0.0); NYCN D09 (0.0); NYCN D14 (0.0); NYCN D17 (0.0); NYCN D21 (0.0); NYCN D30 (0.0); NYCN D32 (0.0); NYCN D39 (0.0); NYCN D92 (0.0); NYCN D93 (0.0); NYCN D99 (0.0),,1G,NYCN,11,,,,PUNT,-24,3,KICKOFF - TB,-25,7,SD,-24,,,,,0,,,L,R,,,OT,,,VAMI 04 (QB); NYCN D17 (SCBL),,,,,,,,,,LOLB (0); MLB (4); ROLB (2),,,,VAMI 04,LWR^; SLWR; HB-R; SRWR^; RWR,2x2,,4-0-1-0,10,VAMI 01; VAMI 08; VAMI 11; VAMI 14; VAMI 15,VAMI 01 (HB-R); VAMI 04 (QB); VAMI 08 (SLWR); VAMI 11 (LWR); VAMI 14 (SRWR); VAMI 15 (RWR); VAMI 64 (RG); VAMI 65 (C); VAMI 66 (LG); VAMI 72 (RT); VAMI 74 (LT),VAMI 01 (0.0); VAMI 04 (-0.5); VAMI 08 (0.0); VAMI 11 (0.0); VAMI 14 (0.0); VAMI 15 (0.0); VAMI 64 (0.0); VAMI 65 (0.0); VAMI 66 (0.0); VAMI 72 (0.0); VAMI 74 (0.0),,3R,VAMI,VAMI 11; VAMI 14,,5; VAMI 64 (RG); VAMI 65 (C); VAMI 66 (LG); VAMI 72 (RT); VAMI 74 (LT),,,NYCN D17,,7; NYCN D05; NYCN D09; NYCN D14; NYCN D17; NYCN D21; NYCN D30; NYCN D32,15,M,VAMI 04 (QB),,,,SRWR,VAMI 14,INCOMPLETE,,XR,4; NYCN D39 (MLB); NYCN D92 (DRT); NYCN D93 (LEO); NYCN D99 (NLT),,12,3L,,,,-24,,,,,,,0,,,VAMI 04,0,,,0,,HB-R,HB-R (-5),,1; VAMI 01 (HB-R),,,,,,P,,0,,S,,,,,,,,,,LWR^(-17.0); SLWR(-11.0); SRWR^(+11.0); RWR(+17.0),,0,
4012369,20882,2021-09-18,2021,03,79354,19,1,3,09:37,0,,0,0,0,2,7,,0,,,,0,1,0,0,0,-5,0,4012368,4012370,,0.00,0,,18,0,,,0,0,,,0,0,,4; NYCN D30; NYCN D34; NYCN D39; NYCN D51,,,,,LCB (5); FSL (12); SCBiR (5); SCBoR (5); SCBoR (5); RCB (5),LOLB; LILB; RILB; RLB,10 Men,NYCN D05 (LCB); NYCN D08 (SCBiR); NYCN D09 (SCBoR); NYCN D14 (FSL); NYCN D17 (SCBoR); NYCN D21 (RCB); NYCN D30 (RLB); NYCN D34 (LILB); NYCN D39 (RILB); NYCN D51 (LOLB),NYCN D05 (0.0); NYCN D08 (0.0); NYCN D09 (0.0); NYCN D14 (0.0); NYCN D17 (0.0); NYCN D21 (0.0); NYCN D30 (0.0); NYCN D34 (0.0); NYCN D39 (0.0); NYCN D51 (0.0),NYCN D08; NYCN D09; NYCN D34,,NYCN,14,,,,PUNT,+39,13,PUNT - TB,-20,,,-38,,,,,-5,,,R,L,,,,,,VAMI 64 (RG),,,,,,,,,,LOLB (0); LILB (4); RILB (4); RLB (4),,,,VAMI 64,LWR; SLoWR; SLiWR^; HB-L; RWR^,3x1,,4-0-1-0,10,VAMI 05; VAMI 08; VAMI 11; VAMI 14; VAMI 15,VAMI 02 (QB); VAMI 05 (HB-L); VAMI 08 (SLoWR); VAMI 11 (LWR); VAMI 14 (SLiWR); VAMI 15 (RWR); VAMI 64 (RG); VAMI 65 (C); VAMI 66 (LG); VAMI 72 (RT); VAMI 74 (LT),VAMI 02 (0.0); VAMI 05 (0.0); VAMI 08 (0.0); VAMI 11 (0.0); VAMI 14 (0.0); VAMI 15 (0.0); VAMI 64 (-1.0); VAMI 65 (0.0); VAMI 66 (0.0); VAMI 72 (0.0); VAMI 74 (0.0),,,VAMI,VAMI 14; VAMI 15,,,,,,,,,,,,,,,,,,,,,,,VAMI 64 FST,,,-33,,,,,NYCN D05 > VAMI 15,,0,,,VAMI 02,0,,,0,,HB-L,HB-L (-5),,1; VAMI 05 (HB-L),,,,,,X,,0,,S,,,,,,,,,,LWR(-17.0); SLoWR(-13.0); SLiWR^(-9.0); RWR^(+17.0),,0,
4012370,20882,2021-09-18,2021,03,79354,20,1,3,09:35,0,1,0,0,0,2,8,18,0,,,,0,0,0,0,0,,1,4012369,4012373,,0.00,0,,19,0,2.6,4.4,0,0,0,0,0,0,VAMI 11,5; NYCN D30; NYCN D34; NYCN D39; NYCN D51; NYCN D91,,C,,,LCB (5); FSL (12); SCBiR (5); SCBoR (5); SCBoR (5); RCB (5),LEO; LILB; DLT; RILB; REO,2-3-6,NYCN D05 (LCB); NYCN D08 (SCBiR); NYCN D09 (SCBoR); NYCN D14 (FSL); NYCN D17 (SCBoR); NYCN D21 (RCB); NYCN D30 (LILB); NYCN D34 (REO); NYCN D39 (RILB); NYCN D51 (LEO); NYCN D91 (DLT),NYCN D05 (0.0); NYCN D08 (0.0); NYCN D09 (0.0); NYCN D14 (0.0); NYCN D17 (0.0); NYCN D21 (-0.5); NYCN D30 (0.0); NYCN D34 (+0.5); NYCN D39 (0.0); NYCN D51 (0.0); NYCN D91 (0.0),NYCN D91,2A,NYCN,19,,,,PUNT,+39,13,PUNT - TB,-20,7,SD,-33,NYCN D21,,,,18,,,R,L,,NYCN D30; NYCN D34,,,,VAMI 02 (QB); VAMI 11 (LWR); VAMI 74 (LT); NYCN D21 (RCB); NYCN D30 (LILB); NYCN D34 (REO),,,,,,,,,,LILB (4); RILB (4),,,,VAMI 74; NYCN D21,LWR; SLoWR; SLiWR^; HB-L; RWR^,3x1,,4-0-1-0,10,VAMI 05; VAMI 08; VAMI 11; VAMI 14; VAMI 15,VAMI 02 (QB); VAMI 05 (HB-L); VAMI 08 (SLoWR); VAMI 11 (LWR); VAMI 14 (SLiWR); VAMI 15 (RWR); VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),VAMI 02 (+0.5); VAMI 05 (0.0); VAMI 08 (0.0); VAMI 11 (+0.5); VAMI 14 (0.0); VAMI 15 (0.0); VAMI 65 (0.0); VAMI 66 (0.0); VAMI 70 (0.0); VAMI 72 (0.0); VAMI 74 (-0.5),VAMI 70,2A,VAMI,VAMI 14; VAMI 15,,5; VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),,,NYCN D21,,8; NYCN D05; NYCN D08; NYCN D09; NYCN D14; NYCN D17; NYCN D21; NYCN D30; NYCN D39,18,M,VAMI 02 (QB),,,,LWR,VAMI 11,COMPLETE,,4R,3; NYCN D34 (REO); NYCN D51 (LEO); NYCN D91 (DLT),HURRY,24,4,,,,+49,,,,VAMI 02; VAMI 11; NYCN D34,NYCN D05 > VAMI 15,NYCN D30 (U); NYCN D34 (B) VAMI 74,0,,,VAMI 02,1,NYCN D30; NYCN D34,VAMI 74,0,,HB-L,HB-L (-5),,1; VAMI 05 (HB-L),,,,UNDEFINED,,P,,0,Y,S,,NYCN D21,,NYCN D21,,,,NYCN D30 (R.E.L) LILB,,LWR(-17.0); SLoWR(-13.0); SLiWR^(-9.0); RWR^(+17.0),,0,
4012373,20882,2021-09-18,2021,03,79354,21,1,4,09:17,1,1,0,0,0,2,9,13,0,1,,,0,0,0,0,0,,0,4012370,4012374,,0.00,1,,20,0,,1.0,0,0,16,1,0,0,VAMI 11,6; NYCN D08; NYCN D30; NYCN D34; NYCN D39; NYCN D51; NYCN D91,,C,,,LCB (5); FSL (12); FS (12); SCBoR (5); RCB (5),LLB; LEO; LILB; NT; RLB; ROLB,2-3-6,NYCN D05 (LCB); NYCN D08 (LLB); NYCN D09 (FS); NYCN D14 (FSL); NYCN D17 (SCBoR); NYCN D21 (RCB); NYCN D30 (LILB); NYCN D34 (LEO); NYCN D39 (RLB); NYCN D51 (ROLB); NYCN D91 (NT),NYCN D05 (0.0); NYCN D08 (0.0); NYCN D09 (0.0); NYCN D14 (0.0); NYCN D17 (-0.5); NYCN D21 (0.0); NYCN D30 (0.0); NYCN D34 (0.0); NYCN D39 (0.0); NYCN D51 (0.0); NYCN D91 (0.0),,3R,NYCN,1,,,,PUNT,+39,13,PUNT - TB,-20,5,SD,+49,NYCN D21,,,,13,,,C,C,,,,,,VAMI 11 (LWR); VAMI 14 (SLoWR); NYCN D17 (SCBoR),,,,,,,,,,LLB (4); LILB (4); RLB (4); ROLB (2),,,,NYCN D17,LWR; SLoWR^; SLiWR; HB-L; RWR^,3x1,,4-0-1-0,10,VAMI 05; VAMI 08; VAMI 11; VAMI 14; VAMI 15,VAMI 02 (QB); VAMI 05 (HB-L); VAMI 08 (SLiWR); VAMI 11 (LWR); VAMI 14 (SLoWR); VAMI 15 (RWR); VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),VAMI 02 (0.0); VAMI 05 (0.0); VAMI 08 (0.0); VAMI 11 (+0.5); VAMI 14 (0.0); VAMI 15 (0.0); VAMI 65 (0.0); VAMI 66 (0.0); VAMI 70 (0.0); VAMI 72 (0.0); VAMI 74 (0.0),,1G,VAMI,VAMI 14; VAMI 15,,5; VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),,,NYCN D17,,6; NYCN D05; NYCN D08; NYCN D09; NYCN D14; NYCN D17; NYCN D21,-3,M,VAMI 02 (QB),,,,LWR,VAMI 11,COMPLETE,,0R,5; NYCN D30 (LILB); NYCN D34 (LEO); NYCN D39 (RLB); NYCN D51 (ROLB); NYCN D91 (NT),,9,3L,,,,+36,,,,VAMI 11,NYCN D05 > VAMI 15,,0,,,VAMI 02,0,,,0,,HB-L,HB-L (-5),,1; VAMI 05 (HB-L),,,,INSIDE ZONE,,P,,0,,S,,,,NYCN D21,,,,,,LWR(-17.0); SLoWR^(-13.0); SLiWR(-9.0); RWR^(+17.0),,1,
4012380,20882,2021-09-18,2021,03,79354,24,1,3,07:47,1,1,0,0,0,2,12,28,0,,,,0,1,0,0,0,-10,0,4012377,4012392,,0.00,1,,23,0,,2.1,0,0,28,12,0,0,VAMI 01,7; NYCN D09; NYCN D30; NYCN D39; NYCN D50; NYCN D92; NYCN D93; NYCN D99,,L,,,LCB (5); SCBL (5); FS (12); RCB (5),LOLB; DLT; NT; MLB; DRT; RLB; ROLB,3-3-5,NYCN D05 (LCB); NYCN D09 (RLB); NYCN D14 (FS); NYCN D17 (SCBL); NYCN D21 (RCB); NYCN D30 (MLB); NYCN D39 (ROLB); NYCN D50 (LOLB); NYCN D92 (DRT); NYCN D93 (DLT); NYCN D99 (NT),NYCN D05 (0.0); NYCN D09 (-1.0); NYCN D14 (0.0); NYCN D17 (0.0); NYCN D21 (0.0); NYCN D30 (-1.0); NYCN D39 (0.0); NYCN D50 (0.0); NYCN D92 (0.0); NYCN D93 (0.0); NYCN D99 (0.0),,1G,NYCN,3,,,,PUNT,+39,13,PUNT - TB,-20,8,SD,+29,NYCN D30,,,,-10,,,L,R,,,,,,VAMI 01 (HB-R); VAMI 70 (RG); NYCN D09 (RLB); NYCN D30 (MLB); NYCN D93 (DLT),,,,,,,,,,LOLB (0); MLB (4); RLB (4); ROLB (2),NYCN D09; NYCN D30,,,NYCN D09; NYCN D30,LWR^; TE-L; HB-R; SRWR; RWR^,2x2,WR>TE-L,4-0-1-0,10,VAMI 01; VAMI 08; VAMI 11; VAMI 14; VAMI 84,VAMI 01 (HB-R); VAMI 02 (QB); VAMI 08 (TE-L); VAMI 11 (LWR); VAMI 14 (SRWR); VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT); VAMI 84 (RWR),VAMI 01 (+1.0); VAMI 02 (0.0); VAMI 08 (0.0); VAMI 11 (0.0); VAMI 14 (0.0); VAMI 65 (0.0); VAMI 66 (0.0); VAMI 70 (0.0); VAMI 72 (0.0); VAMI 74 (0.0); VAMI 84 (0.0),,3R,VAMI,VAMI 11; VAMI 84,,5; VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),,,NYCN D30,,5; NYCN D05; NYCN D09; NYCN D14; NYCN D17; NYCN D21,0,M,VAMI 02 (QB),,,,HB-R,VAMI 01,COMPLETE,,H1,6; NYCN D30 (MLB); NYCN D39 (ROLB); NYCN D50 (LOLB); NYCN D92 (DRT); NYCN D93 (DLT); NYCN D99 (NT),,9,3L,VAMI 70 OH,,,+39,,,,VAMI 01,NYCN D17 > VAMI 14; NYCN D21 > VAMI 11,,0,,,VAMI 02,0,,,0,,HB-R,HB-R (-5),,1; VAMI 01 (HB-R),,,,,,P,,0,Y,S,,,,NYCN D14,,L,,,,LWR^(-17.0); SRWR(+11.0); RWR^(+17.0),,0,
4012392,20882,2021-09-18,2021,03,79354,25,1,3,07:12,1,0,1,0,0,2,13,,0,,,,0,0,0,0,0,,0,4012380,4012393,,0.00,0,,24,0,2.3,2.5,0,0,,,0,0,,6; NYCN D09; NYCN D34; NYCN D51; NYCN D52; NYCN D91; NYCN D96,,C,,,LCB (5); SCBL (5); FS (12); SCBR (5); RCB (5),LOLB; LLB; LE; DLT; MLB; REO,3-3-5,NYCN D05 (RCB); NYCN D08 (LCB); NYCN D09 (LOLB); NYCN D14 (FS); NYCN D17 (SCBL); NYCN D34 (LLB); NYCN D39 (SCBR); NYCN D51 (REO); NYCN D52 (MLB); NYCN D91 (LE); NYCN D96 (DLT),NYCN D05 (+0.5); NYCN D08 (0.0); NYCN D09 (+1.0); NYCN D14 (0.0); NYCN D17 (0.0); NYCN D34 (0.0); NYCN D39 (0.0); NYCN D51 (0.0); NYCN D52 (0.0); NYCN D91 (0.0); NYCN D96 (0.0),NYCN D08; NYCN D34; NYCN D51; NYCN D52; NYCN D91; NYCN D96,1G,NYCN,13,,,,PUNT,+39,13,PUNT - TB,-20,7,SD,+39,,,,,0,,,L,R,,NYCN D09,CC,,,VAMI 01 (HB-R); VAMI 14 (SLWR); NYCN D05 (RCB); NYCN D09 (LOLB),,,,,,,,,,LOLB (0); LLB (4); MLB (4),,,,VAMI 01,LWR; SLWR^; HB-R; SRWR; RWR^,2x2,,4-0-1-0,10,VAMI 01; VAMI 08; VAMI 11; VAMI 14; VAMI 15,VAMI 01 (HB-R); VAMI 02 (QB); VAMI 08 (SRWR); VAMI 11 (LWR); VAMI 14 (SLWR); VAMI 15 (RWR); VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),VAMI 01 (-1.0); VAMI 02 (0.0); VAMI 08 (0.0); VAMI 11 (0.0); VAMI 14 (0.0); VAMI 15 (0.0); VAMI 65 (0.0); VAMI 66 (0.0); VAMI 70 (0.0); VAMI 72 (0.0); VAMI 74 (0.0),VAMI 15,3R,VAMI,VAMI 14; VAMI 15,,6; VAMI 01 (HB-R); VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),,,NYCN D05,,7; NYCN D05; NYCN D08; NYCN D14; NYCN D17; NYCN D34; NYCN D39; NYCN D52,34,L,VAMI 02 (QB),,,,SLWR,VAMI 14,INCOMPLETE,,9R,4; NYCN D09 (LOLB); NYCN D51 (REO); NYCN D91 (LE); NYCN D96 (DLT),HURRY,2,2L,,,,+39,,,,NYCN D05; NYCN D09,NYCN D05 > VAMI 11; NYCN D08 > VAMI 15,NYCN D09 (BOR) VAMI 01,0,,,VAMI 02,0,NYCN D09,VAMI 01,0,,HB-R,HB-R (-5),,1; VAMI 01 (HB-R),,,,,,P,,0,,S,,,,,,,,,,LWR(-17.0); SLWR^(-11.0); SRWR(+11.0); RWR^(+17.0),1; NYCN D05,0,2
4012404,20882,2021-09-18,2021,03,79354,36,1,3,02:57,0,1,1,0,0,3,4,25,0,1,,,0,0,0,0,0,,0,4012403,4012406,,0.00,0,,35,0,3.2,5.6,0,0,2,1,0,0,VAMI 15,5; NYCN D39; NYCN D52; NYCN D92; NYCN D93; NYCN D99,,C,,,LCB (5); SCBoL (5); SCBiL (5); FS (12); SSR (8); RCB (5),LEO; LILB; NT; MLB; REO; SSR,3-3-5,NYCN D05 (RCB); NYCN D08 (LCB); NYCN D09 (FS); NYCN D14 (SSR); NYCN D17 (SCBiL); NYCN D34 (SCBoL); NYCN D39 (MLB); NYCN D52 (LILB); NYCN D92 (REO); NYCN D93 (LEO); NYCN D99 (NT),NYCN D05 (0.0); NYCN D08 (-1.0); NYCN D09 (0.0); NYCN D14 (0.0); NYCN D17 (0.0); NYCN D34 (0.0); NYCN D39 (0.0); NYCN D52 (0.0); NYCN D92 (0.0); NYCN D93 (0.0); NYCN D99 (0.0),,3R,NYCN,13,,,,TOUCHDOWN,+0,6,FUMBLE,+30,8,SR,+33,NYCN D08,,,,25,,,L,R,,,,,,VAMI 02 (QB); VAMI 15 (RWR); NYCN D08 (LCB),,,,,,,,,,LILB (4); MLB (4),,,,NYCN D08,LWR^; HB-R; SRiWR^; SRoWR; RWR,1x3,,4-0-1-0,10,VAMI 01; VAMI 08; VAMI 11; VAMI 14; VAMI 15,VAMI 01 (HB-R); VAMI 02 (QB); VAMI 08 (SRoWR); VAMI 11 (LWR); VAMI 14 (SRiWR); VAMI 15 (RWR); VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),VAMI 01 (0.0); VAMI 02 (+1.0); VAMI 08 (0.0); VAMI 11 (0.0); VAMI 14 (0.0); VAMI 15 (+1.0); VAMI 65 (0.0); VAMI 66 (0.0); VAMI 70 (0.0); VAMI 72 (0.0); VAMI 74 (0.0),,1G,VAMI,VAMI 11; VAMI 14,,5; VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),,,NYCN D08,,8; NYCN D05; NYCN D08; NYCN D09; NYCN D14; NYCN D17; NYCN D34; NYCN D39; NYCN D52,23,R,VAMI 02 (QB),,,,RWR,VAMI 15,COMPLETE,,SA,3; NYCN D92 (REO); NYCN D93 (LEO); NYCN D99 (NT),,52,7R,,,,+8,,,,VAMI 02; VAMI 15,NYCN D05 > VAMI 11,,0,,,VAMI 02,1,,,0,,HB-R,HB-R (-5),,1; VAMI 01 (HB-R),,,,,,P,,0,,S,,,,NYCN D08,,,,,,LWR^(-17.0); SRiWR^(+9.0); SRoWR(+13.0); RWR(+17.0),,0,
4012459,20882,2021-09-18,2021,03,79354,51,2,3,14:53,1,0,0,0,0,4,5,-8,0,,,,0,0,0,7,0,,0,4012456,4012460,,0.07,0,,49,0,2.0,2.3,0,0,,,0,0,VAMI 02,6; NYCN D30; NYCN D32; NYCN D33; NYCN D50; NYCN D91; NYCN D93,,C,,,LCB (5); SCBoL (5); FS (12); SSR (8); RCB (5),LLB; LEO; NLT; DRT; RILB; ROLB; SSR,2-4-5,NYCN D03 (SSR); NYCN D06 (LCB); NYCN D09 (FS); NYCN D17 (SCBoL); NYCN D21 (RCB); NYCN D30 (LLB); NYCN D32 (ROLB); NYCN D33 (RILB); NYCN D50 (NLT); NYCN D91 (DRT); NYCN D93 (LEO),NYCN D03 (0.0); NYCN D06 (0.0); NYCN D09 (0.0); NYCN D17 (0.0); NYCN D21 (+0.5); NYCN D30 (0.0); NYCN D32 (0.0); NYCN D33 (0.0); NYCN D50 (0.0); NYCN D91 (0.0); NYCN D93 (+1.0),NYCN D93,1G,NYCN,10,,,,PUNT,-45,5,PUNT - RETURN,-16,8,SD,+47,NYCN D21,,,,-8,,,L,R,,NYCN D93,,,,VAMI 72 (RT); NYCN D21 (RCB); NYCN D93 (LEO),,,,,,,,,,LLB (4); RILB (4); ROLB (2),,,,VAMI 72,LWR^; HB-R; SRiWR; SRoWR^; RWR,1x3,,4-0-1-0,10,VAMI 01; VAMI 08; VAMI 11; VAMI 14; VAMI 15,VAMI 01 (HB-R); VAMI 02 (QB); VAMI 08 (SRiWR); VAMI 11 (LWR); VAMI 14 (SRoWR); VAMI 15 (RWR); VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),VAMI 01 (0.0); VAMI 02 (0.0); VAMI 08 (0.0); VAMI 11 (0.0); VAMI 14 (0.0); VAMI 15 (0.0); VAMI 65 (0.0); VAMI 66 (0.0); VAMI 70 (0.0); VAMI 72 (-1.0); VAMI 74 (0.0),,3R,VAMI,VAMI 11; VAMI 14,,6; VAMI 01 (HB-R); VAMI 65 (C); VAMI 66 (LG); VAMI 70 (RG); VAMI 72 (RT); VAMI 74 (LT),,,,,6; NYCN D03; NYCN D06; NYCN D09; NYCN D17; NYCN D30; NYCN D33,0,X,VAMI 02 (QB),,,,,,SACK,,,5; NYCN D21 (RCB); NYCN D32 (ROLB); NYCN D50 (NLT); NYCN D91 (DRT); NYCN D93 (LEO),SACK,,,,,,-45,,,,NYCN D21; NYCN D93,NYCN D06 > VAMI 15; NYCN D21 > VAMI 11,NYCN D21 (U); NYCN D93 (I) VAMI 72,0,,,VAMI 02,0,NYCN D21; NYCN D93,VAMI 72,0,,HB-R,HB-R (-5),,1; VAMI 01 (HB-R),,,,,,P,NYCN D21,+7,,S,,NYCN D21,,,,,,NYCN D21 (L.E.O) RCB,,LWR^(-17.0); SRiWR(+9.0); SRoWR^(+13.0); RWR(+17.0),,0,
