pff_PLAYID,pff_GAMEID,pff_GAMEDATE,pff_GAMESEASON,pff_WEEK,pff_GSISGAMEKEY,pff_GSISPLAYID,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_BLITZDOG,pff_CATCHABLE,pff_DEEPPASS,pff_DEFSCORE,pff_DRAW,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GARBAGETIME,pff_FIRST_DOWN_GAINED,pff_GETOFFTIME,pff_KICKYARDS,pff_NOHUDDLE,pff_NOPLAY,pff_OFFFORMATIONUNBALANCED,pff_OFFSCORE,pff_OPTION,pff_PENALTYYARDS,pff_PLAYACTION,pff_PREVIOUSPFFPLAYID,pff_NEXTPFFPLAYID,pff_RETURNYARDS,pff_SCORE,pff_SCREEN,pff_SNAPTIME,pff_SORTORDER,pff_STUNT,pff_TIMETOPRESSURE,pff_TIMETOTHROW,pff_TRICKLOOK,pff_TRICKPLAY,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_2MINUTE,pff_3MINUTE,pff_BALLCARRIER,pff_BOXPLAYERS,pff_BUNCHED,pff_CENTERPASSBLOCKDIRECTION,pff_CHECKROUTE,pff_CHIPROUTE,pff_DBDEPTH,pff_DEFFRONT,pff_DEFPERSONNEL,pff_DEFPLAYERS,pff_DEFPLAYERSRATINGS,pff_DEFSUBSTITUTIONS,pff_DEFSUCCESS,pff_DEFTEAM,pff_DISTANCE,pff_DLDROP,pff_DLTECHNIQUES,pff_DOUBLETEAM,pff_DRIVEENDEVENT,pff_DRIVEENDFIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVESTARTEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DROPBACKDEPTH,pff_DROPBACKTYPE,pff_FIELDPOSITION,pff_FIRSTCONTACT,pff_FORCEDFUMBLE,pff_FUMBLE,pff_FUMBLERECOVERY,pff_GAINLOSSNET,pff_GUNNERS,pff_HANGTIME,pff_HASH,pff_HASHDEF,pff_HIT,pff_HURRY,pff_INCOMPLETIONTYPE,pff_INJURED,pff_INTERCEPTION,pff_KEYPLAYERS,pff_KICKCONTACT,pff_KICKDEPTH,pff_KICKDIRACTUAL,pff_KICKDIRINTENDED,pff_KICKER,pff_KICKRESULT,pff_KICKTYPE,pff_KICKWIDTH,pff_KICKZONE,pff_LBDEPTH,pff_MISSEDTACKLE,pff_MOFOCPLAYED,pff_MOFOCSHOWN,pff_NEGATIVEPFFGRADE,pff_OFFFORMATION,pff_OFFFORMATIONGROUP,pff_OFFODDITIES,pff_OFFPERSONNEL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNELSKILL,pff_OFFPLAYERS,pff_OFFPLAYERSRATINGS,pff_OFFSUBSTITUTIONS,pff_OFFSUCCESS,pff_OFFTEAM,pff_ONLOS,pff_OPERATIONTIME,pff_PASSBLOCKING,pff_PASSBREAKUP,pff_PASSCOVERAGE,pff_PASSCOVERAGE1,pff_PASSCOVERAGE2,pff_PASSCOVERAGEPLAYERS,pff_PASSDEPTH,pff_PASSDIRECTION,pff_PASSER,pff_PASSPATTERN,pff_PASSPATTERNBASIC,pff_PASSPATTERNBYPLAYER,pff_PASSRECEIVERPOSITIONTARGET,pff_PASSRECEIVERTARGET,pff_PASSRESULT,pff_PASSROUTETARGET,pff_PASSROUTETARGETGROUP,pff_PASSRUSHPLAYERS,pff_PASSRUSHRESULT,pff_PASSWIDTH,pff_PASSZONE,pff_PENALTY,pff_PISTOL,pff_PLAYACTIONFAKE,pff_PLAYENDFIELDPOSITION,pff_POAACTUAL,pff_POACHANGEREASON,pff_POAINTENDED,pff_POSITIVEPFFGRADE,pff_PRESS,pff_PRESSUREDETAIL,pff_PUMPFAKE,pff_PUNTRUSH,pff_PURSUIT,pff_QB,pff_QBMOVEDOFFSPOT,pff_QBPRESSURE,pff_QBPRESSUREALLOWED,pff_QBRESET,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RETDIRECTIONINTENDED,pff_RETURNDIRECTION,pff_RETURNER,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_RUNPASS,pff_SACK,pff_SCOREDIFFERENTIAL,pff_SHIFTMOTION,pff_SHOTGUN,pff_SPECIALTEAMSTYPE,pff_STOP,pff_STSAFETIES,pff_TACKLE,pff_TACKLEASSIST,pff_TEALIGNMENT,pff_TOUCHDOWN,pff_UNBLOCKEDPRESSURE,pff_VISE,pff_WRALIGNMENT,pff_CONTESTED,pff_RUNPASSOPTION,pff_PLAYCLOCK,pff_HAIL_MARY,pff_BUSTED_COVERAGE,pff_TURNOVER,pff_NON_TACKLE_TYPE,pff_TEMPO,pff_DEF_TIMEOUTS_REMAINING,pff_OFF_TIMEOUTS_REMAINING,pff_EXPECTED_POINTS,pff_EXPECTED_POINTS_ADDED,pff_ROUTE_THROWN,pff_SIDELINE_CHECK,pff_OFF_PERSONNEL_GROUP,pff_RBS_ON_FIELD,pff_TES_ON_FIELD,pff_WRS_ON_FIELD,pff_BACKSET,pff_OFFENSIVE_FORMATION_NAME,pff_STARTING_OFFENSIVE_FORMATION,pff_STARTING_OFFENSIVE_FORMATION_GROUP,pff_STARTING_OFFENSIVE_FORMATION_NAME,pff_DEF_PACKAGE,pff_DBS_ON_FIELD,pff_LBS_ON_FIELD,pff_DLS_ON_FIELD,pff_DEFENSIVE_FRONT_NAME,pff_MUG_LOOK,pff_PASS_COVERAGE_BASIC,pff_KICKOFF_RETURN_CONCEPT,pff_YARDS_TO_GOAL_LINE,pff_FGOPTIME,pff_EXPECTED_POINTS_LEGACY,pff_EXPECTED_POINTS_ADDED_LEGACY,pff_TEAMWORKS_PLAY_ID,pff_DRIVEID
6324867,29633,2025-08-29,2025,01,407584,41,1,0,15:00,0,,0,0,0,,,54,0,,,54,0,0,0,0,0,,0,,6324880,13,0.00,0,,1,0,,,0,0,,4,0,0,NYMR 22,,,,,,,5-5,,CTNH 24 (R1); CTNH 34 (L5); CTNH D04 (R3); CTNH D06 (R2); CTNH D07 (L2); CTNH D08 (R5); CTNH D09 (L3); CTNH D15 (L1); CTNH D27 (L4); CTNH D38 (R4); CTNH S31 (PK),CTNH 24 (+0.5); CTNH 34 (0.0); CTNH D04 (0.0); CTNH D06 (0.0); CTNH D07 (0.0); CTNH D08 (0.0); CTNH D09 (0.0); CTNH D15 (0.0); CTNH D27 (0.0); CTNH D38 (0.0); CTNH S31 (0.0),,,CTNH,0,,,NYMR 01 (LM); NYMR D37 (LF2); CTNH D38 (R4),,,,,,,,-35,,,,,41,,3.95,R,L,,,,,,CTNH 24 (R1),CC,54,,,CTNH S31,RETURNED,D,33,4,,,,,,,5-2-3,,,,,NYMR 01 (LM); NYMR 07 (RM); NYMR 09 (RB); NYMR 22 (KR); NYMR 34 (MB); NYMR 44 (LB); NYMR D32 (LF1); NYMR D37 (LF2); NYMR D42 (RF2); NYMR D47 (RF1); NYMR D48 (MF),NYMR 01 (0.0); NYMR 07 (0.0); NYMR 09 (0.0); NYMR 22 (0.0); NYMR 34 (0.0); NYMR 44 (0.0); NYMR D32 (0.0); NYMR D37 (0.0); NYMR D42 (0.0); NYMR D47 (0.0); NYMR D48 (0.0),,,NYMR,,,,,,,,,,,,,,,,,,,,,,,,,,,+24,,,,CTNH 24,,,0,,,,0,,,0,,,,,,,,NYMR 22,,,,,0,,,KICKOFF,,2; CTNH D08 (R5); CTNH D15 (L1),CTNH 24,,,,,,,,0,,0,0,0,,false,3,3,-1.2,-0.181,,false,,,,,,,,,,,,,,,,,,65,,0.0,-1.607,29633_6324867,
6325099,29633,2025-08-29,2025,01,407584,391,1,1,10:42,0,,0,3,0,1,1,,0,,,,0,1,0,0,0,-5,0,6325083,6325105,,3.00,0,,14,0,,,0,0,,,0,0,,5; NYMR D08; NYMR D88; NYMR D91; NYMR D94; NYMR D98,,,,,LCB (5); SSL (8); SSR (8); FSR (12); SCBR (5); RCB (5),SSL; LOLB; DLT; MLB; DRT; RE; SSR,3-3-5,NYMR D03 (LCB); NYMR D05 (RCB); NYMR D08 (MLB); NYMR D21 (SSR); NYMR D25 (FSR); NYMR D31 (SSL); NYMR D59 (SCBR); NYMR D88 (LOLB); NYMR D91 (RE); NYMR D94 (DRT); NYMR D98 (DLT),NYMR D03 (0.0); NYMR D05 (0.0); NYMR D08 (0.0); NYMR D21 (0.0); NYMR D25 (0.0); NYMR D31 (0.0); NYMR D59 (0.0); NYMR D88 (0.0); NYMR D91 (0.0); NYMR D94 (0.0); NYMR D98 (0.0),DRIVE START,,NYMR,10,,,,PUNT,-26,4,KICKOFF - RETURN,-28,,,-28,,,,,-5,,,R,L,,,,,,CTNH 10 (QB),,,,,,,,,,LOLB (0); MLB (4),,,,,LWR^; SLWR; TE-L; HB-L; RWR^,3x1,,3-0-1-1,11,CTNH 00; CTNH 01; CTNH 03; CTNH 06; CTNH 11,CTNH 00 (RWR); CTNH 01 (LWR); CTNH 03 (HB-L); CTNH 06 (SLWR); CTNH 10 (QB); CTNH 11 (TE-L); CTNH 51 (C); CTNH 67 (RG); CTNH 68 (LG); CTNH 72 (LT); CTNH 77 (RT),CTNH 00 (0.0); CTNH 01 (0.0); CTNH 03 (0.0); CTNH 06 (0.0); CTNH 10 (0.0); CTNH 11 (0.0); CTNH 51 (0.0); CTNH 67 (0.0); CTNH 68 (0.0); CTNH 72 (0.0); CTNH 77 (0.0),DRIVE START,,CTNH,CTNH 00; CTNH 01,,,,,,,,,,,,,,,,,,,,,,,CTNH 10 DOG,,,-23,,,,,,,0,,,CTNH 10,0,,,0,,HB-L,HB-L (-5),,1; CTNH 03 (HB-L),,,,,,X,,-3,,S,,,,,,L,,,,LWR^(-17.0); SLWR(-11.0); RWR^(+17.0),,0,,0,0,0,,false,3,3,0.221,-0.886,,false,11,CTNH 03,CTNH 11,CTNH 00; CTNH 01; CTNH 06,GUN STRONG,TREY - OPEN,LWR; SLWR; TE-L; HB-L; RWR,3x1,TREY - OPEN,NICKEL,NYMR D03; NYMR D05; NYMR D21; NYMR D25; NYMR D31,NYMR D08; NYMR D59; NYMR D88,NYMR D91; NYMR D94; NYMR D98,EVEN FAMILY,,,,72,,0.581,-0.956,29633_6325099,29633-CTNH-1
6325105,29633,2025-08-29,2025,01,407584,418,1,1,10:42,0,1,0,3,0,1,2,3,0,,,,0,0,1,0,0,,0,6325099,6325115,,3.00,1,,15,0,,1.2,0,0,7,3,0,0,CTNH 00,6; NYMR D08; NYMR D59; NYMR D88; NYMR D91; NYMR D94; NYMR D98,,C,,,LCB (5); SSL (8); FSR (12); SCBR (5); RCB (5),SSL; LOLB; LE; NT; MLB; RE; RLB,3-3-5,NYMR D03 (LCB); NYMR D05 (RCB); NYMR D08 (MLB); NYMR D21 (SCBR); NYMR D25 (FSR); NYMR D31 (SSL); NYMR D59 (RLB); NYMR D88 (LOLB); NYMR D91 (RE); NYMR D94 (NT); NYMR D98 (LE),NYMR D03 (0.0); NYMR D05 (0.0); NYMR D08 (0.0); NYMR D21 (0.0); NYMR D25 (0.0); NYMR D31 (0.0); NYMR D59 (0.0); NYMR D88 (0.0); NYMR D91 (0.0); NYMR D94 (0.0); NYMR D98 (+0.5),,T,NYMR,15,,,,PUNT,-26,4,KICKOFF - RETURN,-28,6,SD,-23,NYMR D03,,,,3,,,R,L,,,,,,NYMR D98 (LE),,,,,,,,,,LOLB (0); MLB (4); RLB (4),,,,,LWR^; SLWR^; TE-L; HB-L; RWR,3x1,,3-0-1-1,11,CTNH 00; CTNH 01; CTNH 03; CTNH 06; CTNH 11,CTNH 00 (RWR); CTNH 01 (LWR); CTNH 03 (HB-L); CTNH 06 (SLWR); CTNH 10 (QB); CTNH 11 (TE-L); CTNH 51 (C); CTNH 67 (RG); CTNH 68 (LG); CTNH 72 (LT); CTNH 77 (RT),CTNH 00 (0.0); CTNH 01 (0.0); CTNH 03 (0.0); CTNH 06 (0.0); CTNH 10 (0.0); CTNH 11 (0.0); CTNH 51 (0.0); CTNH 67 (0.0); CTNH 68 (0.0); CTNH 72 (0.0); CTNH 77 (0.0),,F,CTNH,CTNH 01; CTNH 06,,5; CTNH 51 (C); CTNH 67 (RG); CTNH 68 (LG); CTNH 72 (LT); CTNH 77 (RT),,,NYMR D03,,7; NYMR D03; NYMR D05; NYMR D08; NYMR D21; NYMR D25; NYMR D31; NYMR D59,-4,R,CTNH 10 (QB),,,,RWR,CTNH 00,COMPLETE,,0R,4; NYMR D88 (LOLB); NYMR D91 (RE); NYMR D94 (NT); NYMR D98 (LE),,45,6R,,,,-26,,,,NYMR D98,,,0,,,CTNH 10,0,,,0,,HB-L,HB-L (-5),,1; CTNH 03 (HB-L),,,,,,P,,-3,,S,,NYMR D98,,NYMR D98,,L,,,,LWR^(-17.0); SLWR^(-11.0); RWR(+17.0),,0,18,0,0,0,,false,3,3,-0.665,-0.415,,false,11,CTNH 03,CTNH 11,CTNH 00; CTNH 01; CTNH 06,GUN STRONG,TREY - OPEN,LWR; SLWR; TE-L; HB-L; RWR,3x1,TREY - OPEN,NICKEL,NYMR D03; NYMR D05; NYMR D21; NYMR D25; NYMR D31,NYMR D08; NYMR D59; NYMR D88,NYMR D91; NYMR D94; NYMR D98,ODD FAMILY,,,,77,,-0.375,-0.313,29633_6325105,29633-CTNH-1
6325115,29633,2025-08-29,2025,01,407584,446,1,2,10:13,0,0,0,3,0,1,3,,0,,,,0,0,0,0,0,,0,6325105,6325128,,3.00,0,,16,0,,1.8,0,0,,,0,0,,7; NYMR D08; NYMR D31; NYMR D59; NYMR D88; NYMR D91; NYMR D94; NYMR D98,CTNH 00; CTNH 03,R,,,LCB (5); SS (8); SSR (8); SCBR (5); RCB (5),LEO; LILB; DLT; SS; DRT; RILB; RE; SSR,3-3-5,NYMR D03 (LCB); NYMR D05 (RCB); NYMR D08 (LILB); NYMR D21 (SCBR); NYMR D25 (SSR); NYMR D31 (SS); NYMR D59 (RILB); NYMR D88 (LEO); NYMR D91 (RE); NYMR D94 (DRT); NYMR D98 (DLT),NYMR D03 (0.0); NYMR D05 (0.0); NYMR D08 (0.0); NYMR D21 (0.0); NYMR D25 (0.0); NYMR D31 (0.0); NYMR D59 (0.0); NYMR D88 (0.0); NYMR D91 (0.0); NYMR D94 (0.0); NYMR D98 (0.0),,T,NYMR,12,,,,PUNT,-26,4,KICKOFF - RETURN,-28,8,SD,-26,,,,,0,,,R,L,,,IF,,,CTNH 10 (QB),,,,,,,,,,LILB (4); RILB (4),,,,CTNH 10,LWR^; SLWR; HB-L; SRWR; RWR^,2x2,HB>RWR,2-0-3-0,30,CTNH 00; CTNH 01; CTNH 03; CTNH 12; CTNH 34,CTNH 00 (SRWR); CTNH 01 (LWR); CTNH 03 (RWR); CTNH 10 (QB); CTNH 12 (SLWR); CTNH 34 (HB-L); CTNH 51 (C); CTNH 67 (RG); CTNH 68 (LG); CTNH 72 (LT); CTNH 77 (RT),CTNH 00 (0.0); CTNH 01 (0.0); CTNH 03 (0.0); CTNH 10 (-0.5); CTNH 12 (0.0); CTNH 34 (0.0); CTNH 51 (0.0); CTNH 67 (0.0); CTNH 68 (0.0); CTNH 72 (0.0); CTNH 77 (0.0),CTNH 12; CTNH 34,F,CTNH,CTNH 01; CTNH 03,,5; CTNH 51 (C); CTNH 67 (RG); CTNH 68 (LG); CTNH 72 (LT); CTNH 77 (RT),,,NYMR D03,,7; NYMR D03; NYMR D05; NYMR D08; NYMR D21; NYMR D25; NYMR D31; NYMR D59,9,R,CTNH 10 (QB),,,,RWR,CTNH 03,INCOMPLETE,,3R,4; NYMR D88 (LEO); NYMR D91 (RE); NYMR D94 (DRT); NYMR D98 (DLT),,53,7R,,,,-26,,,,,NYMR D21 > CTNH 12,,0,,,CTNH 10,0,,,0,,HB-L,HB-L (-5),,1; CTNH 34 (HB-L),,,,,,P,,-3,,S,,,,,,,,,,LWR^(-17.0); SLWR(-11.0); SRWR(+11.0); RWR^(+17.0),,0,,0,0,0,,false,3,3,-1.08,-1.058,,false,30,CTNH 03; CTNH 12; CTNH 34,,CTNH 00; CTNH 01,GUN STRONG,SLOT - SLOT,LWR; SLWR; HB-L; SRWR; RWR,2x2,SLOT - SLOT,NICKEL,NYMR D03; NYMR D05; NYMR D21; NYMR D25; NYMR D31,NYMR D08; NYMR D59; NYMR D88,NYMR D91; NYMR D94; NYMR D98,EVEN FAMILY,,,,74,,-0.688,-1.07,29633_6325115,29633-CTNH-1
6325128,29633,2025-08-29,2025,01,407584,472,1,3,10:07,1,1,1,3,0,1,4,,0,,,,0,0,0,0,0,,0,6325115,6325142,,3.00,0,,17,1,2.1,5.1,0,0,,,0,0,,5; NYMR D08; NYMR D88; NYMR D91; NYMR D94; NYMR D98,,C,,,LCB (5); SSL (8); FS (12); SSR (8); SCBR (5); RCB (5),SSL; LOLB; LEO; NT; MLB; REO; SSR,3-3-5,NYMR D03 (LCB); NYMR D05 (RCB); NYMR D08 (MLB); NYMR D21 (SSR); NYMR D25 (FS); NYMR D31 (SSL); NYMR D59 (SCBR); NYMR D88 (LOLB); NYMR D91 (REO); NYMR D94 (NT); NYMR D98 (LEO),NYMR D03 (0.0); NYMR D05 (0.0); NYMR D08 (+1.0); NYMR D21 (0.0); NYMR D25 (-1.0); NYMR D31 (0.0); NYMR D59 (0.0); NYMR D88 (0.0); NYMR D91 (0.0); NYMR D94 (0.0); NYMR D98 (0.0),,T,NYMR,12,,,,PUNT,-26,4,KICKOFF - RETURN,-28,8,SR,-26,,,,,0,,,R,L,,NYMR D08,DP,,,CTNH 06 (SLWR); CTNH 10 (QB); CTNH 72 (LT); NYMR D08 (MLB); NYMR D25 (FS),,,,,,,,,,LOLB (0); MLB (4),,,,CTNH 06; CTNH 72; NYMR D25,LWR^; SLWR; HB-L; SRWR; RWR^,2x2,HB>LWR; WR>HB-L,3-0-2-0,20,CTNH 00; CTNH 01; CTNH 03; CTNH 06; CTNH 12,CTNH 00 (RWR); CTNH 01 (SRWR); CTNH 03 (LWR); CTNH 06 (SLWR); CTNH 10 (QB); CTNH 12 (HB-L); CTNH 51 (C); CTNH 67 (RG); CTNH 68 (LG); CTNH 72 (LT); CTNH 77 (RT),CTNH 00 (0.0); CTNH 01 (0.0); CTNH 03 (0.0); CTNH 06 (-1.0); CTNH 10 (+0.5); CTNH 12 (0.0); CTNH 51 (0.0); CTNH 67 (0.0); CTNH 68 (0.0); CTNH 72 (-1.0); CTNH 77 (0.0),CTNH 06,F,CTNH,CTNH 00; CTNH 03,,5; CTNH 51 (C); CTNH 67 (RG); CTNH 68 (LG); CTNH 72 (LT); CTNH 77 (RT),,,NYMR D25,,7; NYMR D03; NYMR D05; NYMR D21; NYMR D25; NYMR D31; NYMR D59; NYMR D88,39,R,CTNH 10 (QB),,,,SLWR,CTNH 06,INCOMPLETE,,XR,4; NYMR D08 (MLB); NYMR D91 (REO); NYMR D94 (NT); NYMR D98 (LEO),HURRY,49,6R,,,,-26,,,,CTNH 10; NYMR D08,,NYMR D08 (B) CTNH 72,0,,,CTNH 10,1,NYMR D08,CTNH 72,0,,HB-L,HB-L (-5),,1; CTNH 12 (HB-L),,,,,,P,,-3,,S,,,,,,,,,,LWR^(-17.0); SLWR(-11.0); SRWR(+11.0); RWR^(+17.0),,0,18,0,0,0,,false,3,3,-2.138,-0.707,,false,20,CTNH 03; CTNH 12,,CTNH 00; CTNH 01; CTNH 06,GUN STRONG,SLOT - SLOT,LWR; SLWR; HB-L; SRWR; RWR,2x2,SLOT - SLOT,NICKEL,NYMR D03; NYMR D05; NYMR D21; NYMR D25; NYMR D31,NYMR D08; NYMR D59; NYMR D88,NYMR D91; NYMR D94; NYMR D98,ODD FAMILY,,,,74,,-1.758,-0.775,29633_6325128,29633-CTNH-1
6325142,29633,2025-08-29,2025,01,407584,498,1,4,09:57,0,,0,3,0,,,41,0,,1.05,41,0,0,0,0,0,,0,6325128,6325176,-1,3.00,0,1.06,18,0,,,0,0,,-2,0,0,NYMR D25,8; NYMR 00; NYMR 01; NYMR D10; NYMR D16; NYMR D21; NYMR D29; NYMR D32; NYMR D48,,,,,,8-0,,NYMR 00 (PDL1); NYMR 01 (PDR1); NYMR D02 (VR); NYMR D10 (PDR4); NYMR D16 (PDR2); NYMR D20 (VL); NYMR D21 (PDR3); NYMR D25 (PR); NYMR D29 (PDL3); NYMR D32 (PDL2); NYMR D48 (PDL4),NYMR 00 (0.0); NYMR 01 (0.0); NYMR D02 (0.0); NYMR D10 (0.0); NYMR D16 (0.0); NYMR D20 (0.0); NYMR D21 (0.0); NYMR D25 (0.0); NYMR D29 (0.0); NYMR D32 (0.0); NYMR D48 (0.0),,,NYMR,12,,,,,,,,,,,-26,,,,,42,CTNH 81 (GLx); CTNH 24 (GRa),2.91,R,L,,,,,,CTNH 24 (GR); CTNH S37 (P),CC,33,,,CTNH S37,RETURNED,N,28,4,,,,,CTNH S37,,,,,,,CTNH 11 (PRG); CTNH 24 (GR); CTNH 68 (PPL); CTNH 81 (GL); CTNH D01 (PRT); CTNH D03 (PLG); CTNH D04 (PRW); CTNH D15 (PLT); CTNH D38 (PPR); CTNH S37 (P); CTNH S48 (PLS),CTNH 11 (0.0); CTNH 24 (+0.5); CTNH 68 (0.0); CTNH 81 (0.0); CTNH D01 (0.0); CTNH D03 (0.0); CTNH D04 (0.0); CTNH D15 (0.0); CTNH D38 (0.0); CTNH S37 (-1.0); CTNH S48 (0.0),,,CTNH,CTNH 11; CTNH 24; CTNH 81; CTNH D01; CTNH D03; CTNH D15; CTNH S48,2.11,,,,,,,,,,,,,,,,,,,,,,,,,+32,,,,CTNH 24,,,0,1; NYMR 01 (PDR1),,,0,,,0,,L;R,,,,,,NYMR D25,,,,,-3,,,PUNT,,,CTNH 24,,,,,NYMR D20 (VL); NYMR D02 (VR),,,0,7,0,0,0,,false,3,3,-2.845,0.735,,false,,,,,,,,,,,,,,,,,,74,,-2.533,0.275,29633_6325142,
6325300,29633,2025-08-29,2025,01,407584,786,1,1,05:32,0,,0,10,0,2,1,1,0,,,,0,0,0,0,0,,0,6325290,6325310,,10.00,0,,29,0,,,0,0,,1,0,0,CTNH 12,6; NYMR D08; NYMR D59; NYMR D88; NYMR D91; NYMR D94; NYMR D98,,,,,LCB (5); SCBL (5); SSL (8); SSR (8); RCB (5),SSL; LE; LILB; NT; RILB; RE; REO; SSR,3-3-5,NYMR D03 (RCB); NYMR D05 (LCB); NYMR D08 (RILB); NYMR D21 (SCBL); NYMR D25 (SSL); NYMR D31 (SSR); NYMR D59 (LILB); NYMR D88 (REO); NYMR D91 (LE); NYMR D94 (NT); NYMR D98 (RE),NYMR D03 (0.0); NYMR D05 (0.0); NYMR D08 (0.0); NYMR D21 (-1.0); NYMR D25 (0.0); NYMR D31 (0.0); NYMR D59 (0.0); NYMR D88 (0.0); NYMR D91 (+0.5); NYMR D94 (0.0); NYMR D98 (0.0),DRIVE START,T,NYMR,10,,,,PUNT,-28,3,FUMBLE,-25,,,-25,NYMR D21,,,,1,,,C,C,,,,,,CTNH 12 (HB-R); NYMR D21 (SCBL); NYMR D91 (LE),,,,,,,,,,LILB (4); RILB (4),NYMR D21,,,NYMR D21,LWR^; HB-L; HB-R; SRWR^; RWR,1x2,WR>HB-R,3-0-2-0,20,CTNH 00; CTNH 01; CTNH 03; CTNH 06; CTNH 12,CTNH 00 (LWR); CTNH 01 (SRWR); CTNH 03 (HB-L); CTNH 06 (RWR); CTNH 10 (QB); CTNH 12 (HB-R); CTNH 51 (C); CTNH 67 (RG); CTNH 68 (LG); CTNH 72 (LT); CTNH 77 (RT),CTNH 00 (0.0); CTNH 01 (0.0); CTNH 03 (0.0); CTNH 06 (0.0); CTNH 10 (0.0); CTNH 12 (0.0); CTNH 51 (0.0); CTNH 67 (0.0); CTNH 68 (0.0); CTNH 72 (0.0); CTNH 77 (0.0),DRIVE START,F,CTNH,CTNH 00; CTNH 01,,,,,,,,,,,,,,,,,,,,,,,,,,-26,RE,VOLUNTARY,MR,NYMR D91,,,0,,,CTNH 10,0,,,0,,HB-L; HB-R,HB-L (-5); HB-R (-5),L,2; CTNH 03 (HB-L); CTNH 12 (HB-R),,,,INSIDE ZONE,SPLIT,R,,-10,,S,,NYMR D91,,NYMR D91,,,,,,LWR^(-17.0); SRWR^(+11.0); RWR(+17.0),,1,17,0,0,0,,false,3,3,-0.26,-0.519,,false,20,CTNH 03; CTNH 12,,CTNH 00; CTNH 01; CTNH 06,GUN SPLIT,SLOT - OPEN,LWR; HB-L; HB-R; SRWR; RWR,1x2,SLOT - OPEN,NICKEL,NYMR D03; NYMR D05; NYMR D21; NYMR D25; NYMR D31,NYMR D08; NYMR D59; NYMR D88,NYMR D91; NYMR D94; NYMR D98,ODD FAMILY,,,,75,,0.31,-0.792,29633_6325300,29633-CTNH-2
6325310,29633,2025-08-29,2025,01,407584,812,1,2,05:02,0,,0,10,0,2,2,2,0,,,,0,0,0,0,0,,0,6325300,6325317,,10.00,0,,30,0,,,0,0,,1,0,0,CTNH 12,5; NYMR D08; NYMR D88; NYMR D91; NYMR D94; NYMR D98,CTNH 01; CTNH 17,,,,LCB (5); FS (12); FSR (12); SCBiR (5); SCBoR (5); RCB (5),LOLB; LE; NT; MLB; RE,3-3-5,NYMR D03 (RCB); NYMR D05 (LCB); NYMR D08 (MLB); NYMR D21 (SCBoR); NYMR D25 (FSR); NYMR D31 (FS); NYMR D59 (SCBiR); NYMR D88 (LOLB); NYMR D91 (RE); NYMR D94 (NT); NYMR D98 (LE),NYMR D03 (0.0); NYMR D05 (0.0); NYMR D08 (+0.5); NYMR D21 (0.0); NYMR D25 (0.0); NYMR D31 (0.0); NYMR D59 (0.0); NYMR D88 (0.0); NYMR D91 (0.0); NYMR D94 (0.0); NYMR D98 (0.0),,T,NYMR,9,,,,PUNT,-28,3,FUMBLE,-25,,,-26,NYMR D08,,,,2,,,C,C,,,,,,CTNH 11 (SLiWR); CTNH 12 (HB-L); NYMR D08 (MLB); NYMR D21 (SCBoR),,,,,,,,,,LOLB (0); MLB (4),NYMR D21,,,CTNH 11,LWR; SLoWR^; SLiWR; HB-L; RWR^,3x1,TE>SLiWR; WR>HB-L,3-0-1-1,11,CTNH 00; CTNH 01; CTNH 11; CTNH 12; CTNH 17,CTNH 00 (RWR); CTNH 01 (SLoWR); CTNH 10 (QB); CTNH 11 (SLiWR); CTNH 12 (HB-L); CTNH 17 (LWR); CTNH 51 (C); CTNH 67 (RG); CTNH 68 (LG); CTNH 72 (LT); CTNH 77 (RT),CTNH 00 (0.0); CTNH 01 (0.0); CTNH 10 (0.0); CTNH 11 (-0.5); CTNH 12 (0.0); CTNH 17 (0.0); CTNH 51 (0.0); CTNH 67 (0.0); CTNH 68 (0.0); CTNH 72 (0.0); CTNH 77 (0.0),CTNH 11; CTNH 17,F,CTNH,CTNH 00; CTNH 01,,,,,,,,,,,,,,,,,,,,,,,,,,-28,LE,,LE,NYMR D08,NYMR D05 > CTNH 00,,0,,,CTNH 10,0,,,0,,HB-L,HB-L (-5),L,1; CTNH 12 (HB-L),,,,PULL LEAD,PITCH,R,,-10,Y,S,,NYMR D08,,NYMR D08,,,,,,LWR(-17.0); SLoWR^(-13.0); SLiWR(-9.0); RWR^(+17.0),,0,21,0,0,0,,false,3,3,-0.779,-0.773,,false,11,CTNH 12,CTNH 11,CTNH 00; CTNH 01; CTNH 17,GUN STRONG,TRIPS - OPEN,LWR; SLoWR; SLiWR; HB-L; RWR,3x1,TRIPS - OPEN,NICKEL,NYMR D03; NYMR D05; NYMR D21; NYMR D25; NYMR D31,NYMR D08; NYMR D59; NYMR D88,NYMR D91; NYMR D94; NYMR D98,ODD FAMILY,,,,74,,-0.482,-0.776,29633_6325310,29633-CTNH-2
